StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
12,12H,"Chen et al., 2020",2020,Xuwen,"20°19_45_N, 110°10_17_E",20.32917,La20-40,110.17139,Lo-0-180,146.4166718,MAP1200,23.95000076,MAT15,,Pineapple,"Pineapple, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Bromeliaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,NA,Perennial to Perennial,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1-3,D5,,1.287553648,2,R2,3,V3-V4,,Bacterial Shannon,Bacterial Shannon,5.57162,0.290839762,5.18588,0.431757255,5,5,-0.071746308,0.001931295,,,,,4.49288,0.024275171,,3.352581186,0.031990629,,NA,NA,,1.148,0.127415166,,NA,NA,,NA,NA,,69.04679049,-0.382015682,,136.8575576,-0.07894012,,142.567425,0.018821024,,NA,NA
16,16A,"Cui et al., 2024 (a)",2024,Urumqi,"87°28’E, 43°56’N",43.9333,La40,87.4667,Lo-0-180,15.58333302,MAP600,7.941666603,MAT8,,Cotton,"Cotton, Peanut",Peanut,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Malvaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V4,,Bacterial Shannon,Bacterial Shannon,9.73483,0.03146,9.60674,0.05843,10,10,-0.01324524,4.74E-06,,,,,NA,NA,,0.198723898,-0.078292926,,NA,NA,,0.144,-0.269332934,,NA,NA,,NA,NA,,6.59,0.327107037,,170.51,0.134000463,,NA,NA,,359.04,0.259613845
16,16B,"Cui et al., 2024 (a)",2024,Urumqi,"87°28’E, 43°56’N",43.9333,La40,87.4667,Lo-0-180,15.58333302,MAP600,7.941666603,MAT8,,Peanut,"Cotton, Peanut",Cotton,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Malvaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V4,,Bacterial Shannon,Bacterial Shannon,9.74831,0.05394,9.60674,0.05843,10,10,-0.014629001,6.76E-06,,,,,NA,NA,,0.119141531,0.433311362,,NA,NA,,0.135,-0.204794413,,NA,NA,,NA,NA,,9.3,-0.017354015,,233.88,-0.182013754,,NA,NA,,379.59,0.167195928
17,17A,"Cui et al., 2024 (b)",2024,Gongzhuling,"43°30’23’’N, 124°48’33’’E",43.5064,La40,124.8092,Lo-0-180,51.66666794,MAP600-1200,5.241666794,MAT8,,Soybean,"Maize, Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Tillage,No_retention,Fertilizer,D5-10,D20-30,,10,2,R2,30,V3-V4,,Bacterial Shannon,Bacterial Shannon,11.3611,0.03273576,11.3905,0.069282032,3,3,0.002584435,1.51E-05,,,,,7.61,0,,1.854408353,0.064206123,,0.166,0.080969063,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
17,17B,"Cui et al., 2024 (b)",2024,Gongzhuling,"43°30’23’’N, 124°48’33’’E",43.5064,La40,124.8092,Lo-0-180,51.66666794,MAP600-1200,5.241666794,MAT8,,Maize,"Maize, Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Tillage,No_retention,Fertilizer,D5-10,D20-30,,10,2,R2,30,V3-V4,,Bacterial Shannon,Bacterial Shannon,11.2032,0.251493777,11.3905,0.069282032,3,3,0.016580223,0.000180309,,,,,7.81,-0.025941792,,2.136890951,-0.077580125,,0.187,-0.038151766,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
18,18A,"Dai et al., 2024",2024,Southwest University,29°49’12.97’’N 106°25’9.35’’E,29.820269,La20-40,106.419264,Lo-0-180,95.33333588,MAP600-1200,18.26666641,MAT15,,Tobacco,"Tobacco, Radish",Radish,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Unknow,D1,D5,,1,2,R2,1,V4-V5,,Bacterial Shannon,Bacterial Shannon,6.53,0.653,6.7,0.67,4,4,0.025700583,0.005,,,,,5.76,0.025708357,,1.621229698,-0.144064566,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,60.58,-0.072027704,,50.5,0.076227365,,148.05,-0.124415927,,NA,NA
18,18B,"Dai et al., 2024",2024,Southwest University,29°49’12.97’’N 106°25’9.35’’E,29.820269,La20-40,106.419264,Lo-0-180,95.33333588,MAP600-1200,18.26666641,MAT15,,Tobacco,"Tobacco, Radish",Radish,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Unknow,D1-3,D5,,2,2,R2,2,V4-V5,,Bacterial Shannon,Bacterial Shannon,6.53,0.653,7.02,0.702,4,4,0.072356275,0.005,,,,,5.76,0.071997612,,1.621229698,-0.173416778,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,60.58,0.040438956,,50.5,0.080804032,,148.05,-0.137892701,,NA,NA
18,18C,"Dai et al., 2024",2024,Southwest University,29°49’12.97’’N 106°25’9.35’’E,29.820269,La20-40,106.419264,Lo-0-180,95.33333588,MAP600-1200,18.26666641,MAT15,,Tobacco,"Tobacco, Radish",Radish,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Unknow,D1-3,D5,,3,2,R2,3,V4-V5,,Bacterial Shannon,Bacterial Shannon,6.53,0.653,6.93,0.693,4,4,0.05945287,0.005,,,,,5.76,0.099090903,,1.621229698,-0.184112068,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,60.58,0.090074251,,50.5,0.205161049,,148.05,-0.225764342,,NA,NA
22,22A,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Maize, Rice",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,2,R2,5.5,V1-V5,,Bacterial Shannon,Bacterial Shannon,6.809783354,0.680978335,7.702723733,0.770272373,4,4,0.123213691,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22B,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Rice",Mungbean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,2,R2,5.5,V1-V5,,Bacterial Shannon,Bacterial Shannon,6.809783354,0.680978335,7.818939037,0.781893904,4,4,0.138188566,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22C,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Maize","Mungbean, Maize",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Perennial,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,3,R3,5.5,V1-V5,,Bacterial Shannon,Bacterial Shannon,6.809783354,0.680978335,6.838828843,0.683882884,4,4,0.004256189,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22D,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Maize, Rice",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6.3,2,R2,6.3,V1-V5,,Bacterial Shannon,Bacterial Shannon,6.981021687,0.698102169,6.8461319,0.68461319,4,4,-0.019511473,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,4.31138,0.216453287
22,22E,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Rice",Mungbean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6.3,2,R2,6.3,V1-V5,,Bacterial Shannon,Bacterial Shannon,6.981021687,0.698102169,7.282181061,0.728218106,4,4,0.042235134,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,4.31138,0.2708735
22,22F,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Maize","Mungbean, Maize",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6.3,3,R3,6.3,V1-V5,,Bacterial Shannon,Bacterial Shannon,6.981021687,0.698102169,7.101572139,0.710157214,4,4,0.017120908,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,4.31138,0.382991093
24,24A,"Fan et al., 2020",2020,Cheng Mai county,"20°05_N, 110°10_E",20.08333,La20-40,110.16667,Lo-0-180,146.41667,MAP1200,23.8,MAT15,,Banana,"Banana, Pepper",Chilli pepper,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Musaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1-3,D5,,2,2,R2,2,V4,,Bacterial Shannon,Bacterial Shannon,6.88,0.06,6.7,0.08,6,6,-0.026511126,3.64E-05,,,,,5.82,0.133316593,,1.548723898,0.123178359,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,55.37,-0.074399758,,143.03,0.032128791,,110.71,-0.025987371,,36.35,0.296992107
24,24B,"Fan et al., 2020",2020,Cheng Mai county,"20°05_N, 110°10_E",20.08333,La20-40,110.16667,Lo-0-180,146.41667,MAP1200,23.8,MAT15,,Banana,"Banana, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Musaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Perennial,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1-3,D5,,2,2,R2,2,V4,,Bacterial Shannon,Bacterial Shannon,6.88,0.06,6.7,0.06,6,6,-0.026511126,2.60E-05,,,,,5.82,0.079249372,,1.548723898,0.10648348,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,55.37,-0.190190616,,143.03,0.019935595,,110.71,-0.058109947,,36.35,0.264794913
24,24C,"Fan et al., 2020",2020,Cheng Mai county,"20°05_N, 110°10_E",20.08333,La20-40,110.16667,Lo-0-180,146.41667,MAP1200,23.8,MAT15,,Banana,"Banana, Wax ground",Wax ground,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Musaceae to Cucurbitaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1-3,D5,,2,2,R2,2,V4,,Bacterial Shannon,Bacterial Shannon,6.88,0.06,6.93,0.07,6,6,0.007241161,2.97E-05,,,,,5.82,0.066469645,,1.548723898,0.06172558,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,55.37,-0.108435493,,143.03,0.023219895,,110.71,-0.034459237,,36.35,0.296787671
24,24D,"Fan et al., 2020",2020,Cheng Mai county,"20°05_N, 110°10_E",20.08333,La20-40,110.16667,Lo-0-180,146.41667,MAP1200,23.8,MAT15,,Banana,"Banana, Pumpkin",Pumpkin,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Musaceae to Cucurbitaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1-3,D5,,2,2,R2,2,V4,,Bacterial Shannon,Bacterial Shannon,6.88,0.06,6.87,0.06,6,6,-0.001454546,2.54E-05,,,,,5.82,0.011955736,,1.548723898,0.051106011,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,55.37,-0.112873669,,143.03,0.017190414,,110.71,0.072713398,,36.35,0.083865673
33,33A,"Gou et al., 2024",2024,"Dingxi City, Gansu Province, China","34°26_N, 103°52_E",34.433333,La20-40,103.866667,Lo-0-180,50.83333206,MAP600-1200,3.758333206,MAT8,,Oilseed flax,"Oilseed flax, Wheat, Potato, Oilseed flax","Wheat, Potato, Oilseed flax",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Linaceae to Multiple,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,4,V1-V4,,Bacterial Shannon,Bacterial Shannon,8.39,0.08660254,8.37,0.069282032,3,3,-0.002386636,5.84E-05,,,,,8.12,0,,NA,NA,,1.061,0.012178136,,NA,NA,,11.91,0.944927962,,2.44,0.951721169,,41.45,0.106108125,,NA,NA,,NA,NA,,NA,NA
33,33B,"Gou et al., 2024",2024,"Dingxi City, Gansu Province, China","34°26_N, 103°52_E",34.433333,La20-40,103.866667,Lo-0-180,50.83333206,MAP600-1200,3.758333206,MAT8,,Oilseed flax,"Oilseed flax, Potato, Oilseed flax, Wheat","Potato, Oilseed flax, Wheat",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Linaceae to Multiple,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Perennial,Inconsistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,4,V1-V4,,Bacterial Shannon,Bacterial Shannon,8.39,0.08660254,8.44,0.017320508,3,3,0.005941788,3.69E-05,,,,,8.12,0.013455861,,NA,NA,,1.161,-0.137353132,,NA,NA,,11.91,0.118622314,,2.44,0.41633478,,42.45,0.254998251,,NA,NA,,NA,NA,,NA,NA
33,33C,"Gou et al., 2024",2024,"Dingxi City, Gansu Province, China","34°26_N, 103°52_E",34.433333,La20-40,103.866667,Lo-0-180,50.83333206,MAP600-1200,3.758333206,MAT8,,Oilseed flax,"Potato, Oilseed flax, Wheat, Oilseed flax","Oilseed flax, Wheat, Oilseed flax",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Linaceae to Multiple,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,4,V1-V4,,Bacterial Shannon,Bacterial Shannon,8.39,0.08660254,8.35,0.034641016,3,3,-0.004778982,4.13E-05,,,,,8.12,0.011022769,,NA,NA,,1.261,-0.255173684,,NA,NA,,11.91,0.099803543,,2.44,0.032260862,,43.45,0.317721169,,NA,NA,,NA,NA,,NA,NA
33,33D,"Gou et al., 2024",2024,"Dingxi City, Gansu Province, China","34°26_N, 103°52_E",34.433333,La20-40,103.866667,Lo-0-180,50.83333206,MAP600-1200,3.758333206,MAT8,,Oilseed flax,"Oilseed flax, Wheat, Oilseed flax, Potato","Wheat, Oilseed flax, Potato",,Magnoliopsida,Multiple,Magnoliopsida to Multiple,,Linaceae to Multiple,Non-legume to Non-legume,nonAM to AM,C3 to C3,Annual to Perennial,Inconsistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D5,,1,3,R3,4,V1-V4,,Bacterial Shannon,Bacterial Shannon,8.39,0.08660254,8.47,0.051961524,3,3,0.009489988,4.81E-05,,,,,8.12,0.004914015,,NA,NA,,1.361,-0.391601333,,NA,NA,,11.91,0.175159108,,2.44,-0.385180437,,44.45,-1.549408982,,NA,NA,,NA,NA,,NA,NA
