StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
8,8D,"Breidenbach et al., 2017",2017,International Rice Research Institute (IRRI) in the Philippines,"14°09_45_N, 121°15_35_E",14.1625,La20,121.2597,Lo-0-180,167.3333282,MAP1200,27.10000038,MAT15,,Rice,"Rice, Maize",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1-3,D5,,2,2,R2,2,V4,,Bacterial Richness,Bacterial Richness,10829.33333,353.9637458,11182.66667,287.2913736,3,3,0.032106459,0.000576122,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
10,10A,"Chamberlain et al., 2020",2020,Arlington Agricultural Research Station in Wisconsin,"43°18_N, 89°21_W",43.3,La40,-89.35,Lo-180-0,70.41666412,MAP600-1200,7.383333683,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D10-20,,8,2,R2,16,V3-V4,,Bacterial Richness,Bacterial Richness,7.44,0.26,7.32,0.08,3,3,-0.016260521,0.000446894,,,,,6.4,0.030771659,,1.792943898,-0.066691374,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
10,10B,"Chamberlain et al., 2020",2020,Arlington Agricultural Research Station in Wisconsin,"43°18_N, 89°21_W",43.3,La40,-89.35,Lo-180-0,70.41666412,MAP600-1200,7.383333683,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D10-20,,8,2,R2,16,V3-V4,,Bacterial Richness,Bacterial Richness,7.54,0.18,7.45,0.19,3,3,-0.01200815,0.000406775,,,,,6.5,-0.031252544,,1.619433198,0.133531393,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
10,10C,"Chamberlain et al., 2020",2020,Arlington Agricultural Research Station in Wisconsin,"43°18_N, 89°21_W",43.3,La40,-89.35,Lo-180-0,70.41666412,MAP600-1200,7.383333683,MAT8,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D10-20,,8.5,2,R2,17,V3-V4,,Bacterial Richness,Bacterial Richness,6.99,0.19,7.09,0.11,3,3,0.014204784,0.000326518,,,,,6,0.064538521,,1.908617698,-0.129211731,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
10,10D,"Chamberlain et al., 2020",2020,Arlington Agricultural Research Station in Wisconsin,"43°18_N, 89°21_W",43.3,La40,-89.35,Lo-180-0,70.41666412,MAP600-1200,7.383333683,MAT8,,Soybean,"Soybean, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,No_tillage,Unknow,Fertilizer,D5-10,D10-20,,8.5,2,R2,17,V3-V4,,Bacterial Richness,Bacterial Richness,6.92,0.27,7.01,0.07,3,3,0.012921931,0.000540689,,,,,6.4,-0.031748698,,1.619433198,0.133531393,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
14,14A,"Chen et al., 2022 (b)",2022,Suzhou,"33°63_66.6_N, 117°08_85.7_E",33.60183,La20-40,117.14047,Lo-0-180,58.25,MAP600-1200,15.32499981,MAT15,,Soybean,"Soybean, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,1,V4-V5,,Bacterial Richness,Bacterial Richness,891.2,42.1,919.05,43.9,20,20,0.030771659,0.000225662,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
14,14B,"Chen et al., 2022 (b)",2022,Suzhou,"33°63_66.6_N, 117°08_85.7_E",33.60183,La20-40,117.14047,Lo-0-180,58.25,MAP600-1200,15.32499981,MAT15,,Soybean,"Soybean, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,1,V4-V5,,Bacterial Richness,Bacterial Richness,282.7,151.1,230,177.7,20,20,-0.206306956,0.044130127,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15A,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Richness,Bacterial Richness,4626.59,834.54,4703.86,790.92,9,9,0.016563353,0.006756511,,,,,NA,NA,,1.193,-0.013502315,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15B,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Richness,Bacterial Richness,4852.03,810.06,5008.1,837.49,9,9,0.031659428,0.006204238,,,,,NA,NA,,1.309,-0.063876657,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15C,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Richness,Bacterial Richness,5616.64,344.16,5284.92,592.59,9,9,-0.060876138,0.001814159,,,,,NA,NA,,1.253,0.02599595,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15D,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Richness,Bacterial Richness,5498.5,276.57,5614.69,444.54,9,9,0.02091105,0.000977622,,,,,NA,NA,,1.353,-0.013393057,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
19,,"Dang et al., 2024",2024,Yuzhong County,"35°87_N, 104°15_E",36.45,La20-40,104.26667,Lo-0-180,20.16666603,MAP600,9,MAT8-15,,Maize,"Winter wheat, Maize",Wheat,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D1,D5,,1,2,R2,4,V3-V4,,Bacterial Richness,Bacterial Richness,8576.05178,857.605178,8543.68932,854.368932,4,4,-0.003780723,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
19,,"Dang et al., 2024",2024,Yuzhong County,"35°87_N, 104°15_E",36.45,La20-40,104.26667,Lo-0-180,20.16666603,MAP600,9,MAT8-15,,Maize,"Winter wheat, Maize",Wheat,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D1,D5,,1,2,R2,4,V3-V4,,Bacterial Richness,Bacterial Richness,8776.7,877.67,8305.825243,830.5825243,4,4,-0.055143378,0.005,,,,,7.8,-0.040554936,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,11.39,-0.071881776,,NA,NA,,NA,NA,,NA,NA
19,,"Dang et al., 2024",2024,Yuzhong County,"35°87_N, 104°15_E",36.45,La20-40,104.26667,Lo-0-180,20.16666603,MAP600,9,MAT8-15,,Maize,"Potato, Maize",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D1,D5,,1,2,R2,4,V3-V4,,Bacterial Richness,Bacterial Richness,8576.05178,857.605178,8454.31,208.68,4,4,-0.014297272,0.002652316,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
19,,"Dang et al., 2024",2024,Yuzhong County,"35°87_N, 104°15_E",36.45,La20-40,104.26667,Lo-0-180,20.16666603,MAP600,9,MAT8-15,,Maize,"Potato, Maize",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,No_retention,Fertilizer,D1,D5,,1,2,R2,4,V3-V4,,Bacterial Richness,Bacterial Richness,8776.7,877.67,8905.59,143.93,4,4,0.014578687,0.002565301,,,,,7.8,0.035268139,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,11.39,-0.444861429,,NA,NA,,NA,NA,,NA,NA
22,22A,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Maize, Rice",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,2,R2,5.5,V1-V5,,Bacterial Richness,Bacterial Richness,2657.532861,265.7532861,8076.643074,807.6643074,4,4,1.111578128,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22B,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Rice",Mungbean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,2,R2,5.5,V1-V5,,Bacterial Richness,Bacterial Richness,2657.532861,265.7532861,9281.698686,928.1698686,4,4,1.250646381,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22C,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Maize","Mungbean, Maize",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Perennial,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,3,R3,5.5,V1-V5,,Bacterial Richness,Bacterial Richness,2657.532861,265.7532861,2951.971689,295.1971689,4,4,0.105075119,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22D,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Maize, Rice",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6.3,2,R2,6.3,V1-V5,,Bacterial Richness,Bacterial Richness,3187.866532,318.7866532,2634.883721,263.4883721,4,4,-0.190512842,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,4.31138,0.216453287
22,22E,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Rice",Mungbean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6.3,2,R2,6.3,V1-V5,,Bacterial Richness,Bacterial Richness,3187.866532,318.7866532,4928.311426,492.8311426,4,4,0.435644525,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,4.31138,0.2708735
22,22F,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Maize","Mungbean, Maize",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6.3,3,R3,6.3,V1-V5,,Bacterial Richness,Bacterial Richness,3187.866532,318.7866532,4068.452983,406.8452983,4,4,0.24391093,0.005,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,4.31138,0.382991093
23,,"Eberly et al., 2024",2024,Montana State University,45°40'02.47’’N 111°03'16.64’’W,45.667353,La40,-111.054622,Lo-180-0,39.66666794,MAP600,6.983333588,MAT8,,Wheat,"Spring pea, Proso millet, Safflower, Wheat","Spring pea, Proso millet, Safflower",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D1,D5,,1,4,R4,4,V4-V5,,Bacterial Richness,Bacterial Richness,179.2,47.57,223.29,165.19,4,4,0.219968874,0.018985194,,,,,7.608,0.023897241,,1.82,0.016349138,,2,0.004987542,,0.1944,-0.014508026,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
35,,"Hamel et al., 2018",2018,Swift Current Research and Development Centre (SCRDC) of Agriculture and Agri-Food Canada,"50°16_N, 107°46_W",50.266667,La40,-107.766667,Lo-180-0,31.58333397,MAP600,3.783333302,MAT8,,Wheat,"Pea, Wheat, Wheat, Wheat",Pea,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5,,0.75,2,R2,3,V6-V8,,Bacterial Richness,Bacterial Richness,428.3,42.83,473.4,47.34,4,4,0.100116812,0.005,,,,,6.25,0.003194891,,1.55,0.062520357,,1.7,0.105948578,,NA,NA,,3.23,1.155088208,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
