StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
12,12C,"Chen et al., 2020",2020,Leizhou,"20°54_53_N, 110°04_50_E",20.91472,La20-40,110.08056,Lo-0-180,145.4166718,MAP1200,23.51666641,MAT15,,Pineapple,"Pineapple, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Bromeliaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,NA,Perennial to Perennial,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,18,V3-V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,5,5,1.463244525,0.06047685,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
12,12D,"Chen et al., 2020",2020,Xuwen,"20°19_45_N, 110°10_17_E",20.32917,La20-40,110.17139,Lo-0-180,146.4166718,MAP1200,23.95000076,MAT15,,Pineapple,"Pineapple, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Bromeliaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,NA,Perennial to Perennial,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D5-10,D10-20,,6,2,R2,18,V3-V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,5,5,-0.347681687,0.081011614,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
12,12E,"Chen et al., 2020",2020,Leizhou,"20°54_53_N, 110°04_50_E",20.91472,La20-40,110.08056,Lo-0-180,145.4166718,MAP1200,23.51666641,MAT15,,Pineapple,"Pineapple, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Bromeliaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,NA,Perennial to Perennial,Consistent,Unknow,Rhizosphere,Fine,Unknow,Unknow,Unknow,D1-3,D5,,1.287553648,2,R2,3,V3-V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,5,5,0.886697458,0.064389785,,,,,4.85996,-0.023559501,,3.201816398,-0.014616949,,NA,NA,,1.048,0.217017958,,NA,NA,,NA,NA,,25.40000381,0.728901367,,113.2000184,0.211217227,,134.999865,0.08992671,,NA,NA
12,12F,"Chen et al., 2020",2020,Xuwen,"20°19_45_N, 110°10_17_E",20.32917,La20-40,110.17139,Lo-0-180,146.4166718,MAP1200,23.95000076,MAT15,,Pineapple,"Pineapple, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Bromeliaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,NA,Perennial to Perennial,Consistent,Unknow,Rhizosphere,Fine,Unknow,Unknow,Unknow,D1-3,D5,,1.287553648,2,R2,3,V3-V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,5,5,1.57540987,0.03056135,,,,,4.49288,0.024275171,,3.352581186,0.031990629,,NA,NA,,1.148,0.127415166,,NA,NA,,NA,NA,,69.04679049,-0.382015682,,136.8575576,-0.07894012,,142.567425,0.018821024,,NA,NA
12,12G,"Chen et al., 2020",2020,Leizhou,"20°54_53_N, 110°04_50_E",20.91472,La20-40,110.08056,Lo-0-180,145.4166718,MAP1200,23.51666641,MAT15,,Pineapple,"Pineapple, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Bromeliaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,NA,Perennial to Perennial,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1-3,D5,,1.287553648,2,R2,3,V3-V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,5,5,1.133457635,0.045266158,,,,,4.85996,-0.023559501,,3.201816398,-0.014616949,,NA,NA,,1.048,0.217017958,,NA,NA,,NA,NA,,25.40000381,0.728901367,,113.2000184,0.211217227,,134.999865,0.08992671,,NA,NA
12,12H,"Chen et al., 2020",2020,Xuwen,"20°19_45_N, 110°10_17_E",20.32917,La20-40,110.17139,Lo-0-180,146.4166718,MAP1200,23.95000076,MAT15,,Pineapple,"Pineapple, Sugarcane",Sugarcane,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Bromeliaceae to Poaceae,Non-legume to Non-legume,nonAM to AM,NA,Perennial to Perennial,Consistent,Unknow,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1-3,D5,,1.287553648,2,R2,3,V3-V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,5,5,-0.36955911,0.050395283,,,,,4.49288,0.024275171,,3.352581186,0.031990629,,NA,NA,,1.148,0.127415166,,NA,NA,,NA,NA,,69.04679049,-0.382015682,,136.8575576,-0.07894012,,142.567425,0.018821024,,NA,NA
14,14A,"Chen et al., 2022 (b)",2022,Suzhou,"33°63_66.6_N, 117°08_85.7_E",33.60183,La20-40,117.14047,Lo-0-180,58.25,MAP600-1200,15.32499981,MAT15,,Soybean,"Soybean, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,1,V4-V5,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,20,20,-0.041047414,0.003211949,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
14,14B,"Chen et al., 2022 (b)",2022,Suzhou,"33°63_66.6_N, 117°08_85.7_E",33.60183,La20-40,117.14047,Lo-0-180,58.25,MAP600-1200,15.32499981,MAT15,,Soybean,"Soybean, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Unknow,Fertilizer,D1,D5,,1,2,R2,1,V4-V5,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,20,20,-0.283086202,0.004191578,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15A,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,9,9,-0.767314963,0.019090204,,,,,NA,NA,,1.193,-0.013502315,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15B,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,9,9,-0.051707521,0.016214109,,,,,NA,NA,,1.309,-0.063876657,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15C,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,9,9,0.229411213,0.020378409,,,,,NA,NA,,1.253,0.02599595,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
15,15D,"Chen et al., 2022 (c)",2022,Nong’an County,"44°05_N, 124°51_E",44.0833,La40,124.85,Lo-0-180,44.66666794,MAP600,5.133333206,MAT8,,Maize,"Maize, Peanut",Peanut,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V3-V4,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,9,9,0.003621115,0.02053246,,,,,NA,NA,,1.353,-0.013393057,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
16,16A,"Cui et al., 2024 (a)",2024,Urumqi,"87°28’E, 43°56’N",43.9333,La40,87.4667,Lo-0-180,15.58333302,MAP600,7.941666603,MAT8,,Cotton,"Cotton, Peanut",Peanut,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Malvaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,10,10,1.050670861,0.014309833,,,,,NA,NA,,0.198723898,-0.078292926,,NA,NA,,0.144,-0.269332934,,NA,NA,,NA,NA,,6.59,0.327107037,,170.51,0.134000463,,NA,NA,,359.04,0.259613845
16,16B,"Cui et al., 2024 (a)",2024,Urumqi,"87°28’E, 43°56’N",43.9333,La40,87.4667,Lo-0-180,15.58333302,MAP600,7.941666603,MAT8,,Peanut,"Cotton, Peanut",Cotton,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Malvaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Unknow,Unknow,No_retention,Fertilizer,D1-3,D5-10,,3,2,R2,6,V4,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,10,10,0.253073784,0.017368149,,,,,NA,NA,,0.119141531,0.433311362,,NA,NA,,0.135,-0.204794413,,NA,NA,,NA,NA,,9.3,-0.017354015,,233.88,-0.182013754,,NA,NA,,379.59,0.167195928
17,17A,"Cui et al., 2024 (b)",2024,Gongzhuling,"43°30’23’’N, 124°48’33’’E",43.5064,La40,124.8092,Lo-0-180,51.66666794,MAP600-1200,5.241666794,MAT8,,Soybean,"Maize, Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Harvest,Non-Rhizosphere,Fine,Tillage,No_retention,Fertilizer,D5-10,D20-30,,10,2,R2,30,V3-V4,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.632745133,0.121811816,,,,,7.61,0,,1.854408353,0.064206123,,0.166,0.080969063,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
17,17B,"Cui et al., 2024 (b)",2024,Gongzhuling,"43°30’23’’N, 124°48’33’’E",43.5064,La40,124.8092,Lo-0-180,51.66666794,MAP600-1200,5.241666794,MAT8,,Maize,"Maize, Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Tillage,No_retention,Fertilizer,D5-10,D20-30,,10,2,R2,30,V3-V4,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,3,3,0.152118375,0.175917118,,,,,7.81,-0.025941792,,2.136890951,-0.077580125,,0.187,-0.038151766,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
18,18A,"Dai et al., 2024",2024,Southwest University,29°49’12.97’’N 106°25’9.35’’E,29.820269,La20-40,106.419264,Lo-0-180,95.33333588,MAP600-1200,18.26666641,MAT15,,Tobacco,"Tobacco, Radish",Radish,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Unknow,D1,D5,,1,2,R2,1,V4-V5,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,4,4,-0.148403144,0.068679201,,,,,5.76,0.025708357,,1.621229698,-0.144064566,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,60.58,-0.072027704,,50.5,0.076227365,,148.05,-0.124415927,,NA,NA
18,18B,"Dai et al., 2024",2024,Southwest University,29°49’12.97’’N 106°25’9.35’’E,29.820269,La20-40,106.419264,Lo-0-180,95.33333588,MAP600-1200,18.26666641,MAT15,,Tobacco,"Tobacco, Radish",Radish,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Unknow,D1-3,D5,,2,2,R2,2,V4-V5,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,4,4,-1.40553532,0.090065637,,,,,5.76,0.071997612,,1.621229698,-0.173416778,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,60.58,0.040438956,,50.5,0.080804032,,148.05,-0.137892701,,NA,NA
18,18C,"Dai et al., 2024",2024,Southwest University,29°49’12.97’’N 106°25’9.35’’E,29.820269,La20-40,106.419264,Lo-0-180,95.33333588,MAP600-1200,18.26666641,MAT15,,Tobacco,"Tobacco, Radish",Radish,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Tillage,Retention,Unknow,D1-3,D5,,3,2,R2,3,V4-V5,Calculate,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,4,4,-1.356027311,0.056044476,,,,,5.76,0.099090903,,1.621229698,-0.184112068,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,60.58,0.090074251,,50.5,0.205161049,,148.05,-0.225764342,,NA,NA
22,22A,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Maize, Rice",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,2,R2,5.5,V1-V5,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,4,4,-0.909898601,0.050501596,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22B,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Rice",Mungbean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,2,R2,5.5,V1-V5,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,4,4,0.543449881,0.047297532,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22C,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Mungbean, Maize","Mungbean, Maize",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Perennial,Inconsistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,5.5,3,R3,5.5,V1-V5,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,4,4,-2.906719692,0.034090937,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
22,22D,"Do et al., 2011",2011,Cailay District,"10°34_N, 106°00_E",10.56667,La20,106,Lo-0-180,117.6666641,MAP1200,27.54166603,MAT15,,Rice,"Rice, Maize, Rice",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6.3,2,R2,6.3,V1-V5,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,4,4,-0.909898601,0.050501596,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,4.31138,0.216453287
