StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Longitude,MAPmean,MATmean,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,BacterialPrimer,FungalPrimer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
53,53D,"Li et al., 2021",2021,"Wuchuan County, Hohhot, Inner Mongolia Autonomous Region, China","111°47_E, 41°6_N",41.1,111.78333,24.66666603,2.650000095,,Astragalus membranaceus var. mongholicus (Hsiao),"Hsiao, Oat, Hsiao, Oat, Hsiao",Oat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Rhizosphere,Medium,Tillage,Unknow,Unknow,D1-3,D4,,2,2,R2,4,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.0109,0.0028,0.0042,0.0005,4,4,-0.953678264,0.020040012,,,,,8.9,0.015607898,,0.919767442,0.160272413,,2.103,-0.026013027,,0.106,0.180747992,,NA,NA,,NA,NA,,7.06,0.301048434,,30.79,0.412047274,,65.33,0.069043893,,NA,NA
53,53E,"Li et al., 2021",2021,"Wuchuan County, Hohhot, Inner Mongolia Autonomous Region, China","111°47_E, 41°6_N",41.1,111.78333,24.66666603,2.650000095,,Astragalus membranaceus var. mongholicus (Hsiao),"Hsiao, Potato, Hsiao, Potato, Hsiao",Potato,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Solanaceae,Legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Rhizosphere,Medium,Tillage,Unknow,Unknow,D1-3,D4,,2,2,R2,4,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.0109,0.0028,0.011,0.0032,4,4,0.009132484,0.037653953,,,,,8.9,-0.009029407,,0.919767442,-0.044595435,,2.103,-0.391300565,,0.106,-0.058268908,,NA,NA,,NA,NA,,7.06,-0.053831177,,30.79,-0.161430551,,65.33,-0.074002007,,NA,NA
53,53F,"Li et al., 2021",2021,"Wuchuan County, Hohhot, Inner Mongolia Autonomous Region, China","111°47_E, 41°6_N",41.1,111.78333,24.66666603,2.650000095,,Astragalus membranaceus var. mongholicus (Hsiao),"Hsiao, Rape, Hsiao, Rape, Hsiao",Rapeseed,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Fabaceae to Brassicaceae,Legume to Non-legume,AM to nonAM,C3 to C3,Perennial to Annual,Consistent,Harvest,Rhizosphere,Medium,Tillage,Unknow,Unknow,D1-3,D4,,2,2,R2,4,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.0109,0.0028,0.0072,0.0013,4,4,-0.414681763,0.024647005,,,,,8.9,-0.011299555,,0.919767442,0.065446768,,2.103,-0.23775284,,0.106,0.063948725,,NA,NA,,NA,NA,,7.06,0.212320318,,30.79,0.073852755,,65.33,-0.287631051,,NA,NA
59,59A,"Li et al., 2022 (b)",2022,"Xuyi District Huai’an, Jiangsu Province, China","118°23_E, 33°14_N",33.23333,118.38333,64.66666412,15.07499981,,Corydalis yanhusuo,"Corydalis yanhusuo, Peanut ",Peanut,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Papaveraceae to Fabaceae,Non-legume to Legume,nonAM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Rhizosphere,Coarse,Unknow,Unknow,Fertilizer,D1,D1,,1,2,R2,1,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.993884,0.010593223,0.996942,0.010596687,3,3,0.003072094,7.55E-05,,,,,8.43,-0.003565066,,0.829069767,0.058559956,,NA,NA,,0.088,0.214011068,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62A,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,86.05,12.58333302,9.058333397,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,V4,ITS2,,Bacterial Simpson,Bacterial Simpson,0.074,0.0074,0.125,0.0125,3,3,0.524248644,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62B,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,86.05,12.58333302,9.058333397,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,V4,ITS2,,Bacterial Simpson,Bacterial Simpson,0.035,0.0035,0.019,0.0019,3,3,-0.610909082,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62E,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,86.05,12.58333302,9.058333397,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,V4,ITS2,,Bacterial Simpson,Bacterial Simpson,0.009,0.0009,0.007,0.0007,3,3,-0.251314428,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
62,62F,"Lin et al., 2023",2023,"Agricultural Science Center Community Sugar Beet Research Institute, City of Shihezi, Xinjiang autonomous region","86°03_E, 44°19_N",44.316667,86.05,12.58333302,9.058333397,,Sugar beet,"Winter wheat, Sugar beet",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Perennial to Annual,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D10,D30,,17,2,R2,34,V4,ITS2,,Bacterial Simpson,Bacterial Simpson,0.006,0.0006,0.005,0.0005,3,3,-0.182321557,0.006666667,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
69,69A,"Liu et al., 2022",2022,"trial plot of Shandong University of Chinese Medicine, Shandong Province, China","36°35_27__N, 117°22_54__E ",36.59083,117.38167,59.08333206,12.60000038,,Bupleurum,"Bupleurum chinense, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Apiaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,No_Fertilizer,D1-3,D4,,2,2,R2,4,V4-V5,ITS1,,Bacterial Simpson,Bacterial Simpson,0.006,0.001,0.004,0,3,3,-0.405465108,0.009259259,,,,,6.67,0.191772013,,1.062645012,0.04012306,,NA,NA,,NA,NA,,49.53,0.657071124,,43.58,0.356881439,,92.19,-0.229563944,,154.12,0.35675929,,NA,NA,,NA,NA
79,79A,"Ma et al., 2022",2022,"Wenjiang experimental site of the Sichuan Agricultural University in Chengdu, Sichuan Province, China","30°4_12.86_N, 103°5_24.348_E",30.07024,103.0901,134.5833282,16.98333359,,Potato,"Potato, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D6-10,,6,2,R2,6,V4,ITS1,,Bacterial Simpson,Bacterial Simpson,0.97,0.024494897,0.97,0.048989795,6,6,0,0.000531406,,,,,4.511627907,-0.031416196,,1.751083483,-0.077961541,,NA,NA,,0.190697674,0.059188871,,159.7560976,-0.031010237,,170.9302326,0.139466128,,137.962963,-0.30346594,,336.1111111,-0.353139289,,NA,NA,,12657.34266,0.754746303
82,,"Maguire et al., 2020",2020,"Chajarí, Entre Ríos province, Argentina","30°32_24.61”S, 58°14_47.64”W",-30.540169,-58.246567,109.8333359,19.52499962,,Rice,"Rice, Perennial ryegrass",Perennial ryegrass,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D20-30,,4,2,R2,24,V3-V4,ITS2,,Bacterial Simpson,Bacterial Simpson,0.9965,0.000259808,0.9949,0.000935307,3,3,-0.00160691,3.17E-07,,,,,6.98,0.136392625,,1.34,0.454018334,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
82,,"Maguire et al., 2020",2020,"Chajarí, Entre Ríos province, Argentina","30°32_24.61”S, 58°14_47.64”W",-30.540169,-58.246567,109.8333359,19.52499962,,Rice,"Rice, Perennial ryegrass",Perennial ryegrass,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D20-30,,4,2,R2,24,V3-V4,ITS2,,Bacterial Simpson,Bacterial Simpson,0.979,0.007967434,0.982,0.009353074,3,3,0.003059666,5.23E-05,,,,,6.98,0.136392625,,1.34,0.454018334,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
103,103A,"Tian et al., 2023",2023,"Xiangshan Township, Zhongwei City, Ningxia Hui Autonomous Region, China","105°15_E, 36°56_N",36.933333,105.25,20.58333397,7.841666698,,Watermelon,"Watermelon, Watermelon,Watermelon,Watermelon,Watermelon,Watermelon, Wheat",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D6-10,,1,2,R2,7,V3-V5,ITS1,,Bacterial Simpson,Bacterial Simpson,0.00201136,0.00279546,0.000931818,0.000204545,9,9,-0.769428658,0.219980993,,,,,8.55,0.019687955,,0.361046512,0.304448932,,NA,NA,,0.017,1.137078569,,36,0.99119204,,NA,NA,,10.5,-1.121734706,,120,0.161268148,,NA,NA,,NA,NA
103,103B,"Tian et al., 2023",2023,"Xiangshan Township, Zhongwei City, Ningxia Hui Autonomous Region, China","105°15_E, 36°56_N",36.933333,105.25,20.58333397,7.841666698,,Watermelon,"Watermelon, Sunflower",Sunflower,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Cucurbitaceae to Asteraceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Maturity stage,Non-Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D3-5,D6-10,,3.5,2,R2,7,V3-V5,ITS1,,Bacterial Simpson,Bacterial Simpson,0.00201136,0.00279546,0.00134091,0.00034092,9,9,-0.405462622,0.221809335,,,,,8.55,0.008153802,,0.361046512,0.050246047,,NA,NA,,0.017,0.567984038,,36,0.130053128,,NA,NA,,10.5,-0.856226491,,120,-0.114662908,,NA,NA,,NA,NA
111,NA,"Wang et al., 2022 (b)",2022,Nanping city Fujian province,"27°37.407_N, 118°00.159_E",27.62345,118.00265,144.3333282,18.36666679,,Tobacco,"Tobacco, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D2,,1,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.00990566,0.001715707,0.00330189,0.001633999,3,3,-1.098611279,0.091631377,,,,,5.58,0.050665857,,4.384,-0.454791456,,NA,NA,,0.018486,-0.480597248,,NA,NA,,NA,NA,,93,-0.284390006,,682.35,-0.51547725,,NA,NA,,NA,NA
111,NA,"Wang et al., 2022 (b)",2022,Nanping city Fujian province,"27°37.407_N, 118°00.159_E",27.62345,118.00265,144.3333282,18.36666679,,Tobacco,"Tobacco, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D2,,1,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.00424528,0.000817008,0.00283019,0.001633999,3,3,-0.40546393,0.123455336,,,,,5.58,0.050665857,,4.384,-0.454791456,,NA,NA,,0.018486,-0.480597248,,NA,NA,,NA,NA,,93,-0.284390006,,682.35,-0.51547725,,NA,NA,,NA,NA
111,NA,"Wang et al., 2022 (b)",2022,Nanping city Fujian province,"27°37.407_N, 118°00.159_E",27.62345,118.00265,144.3333282,18.36666679,,Tobacco,"Tobacco, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Maturity stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D2,,1,2,R2,2,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.12217,0.107844411,0.0386792,0.041667253,3,3,-1.15011153,0.646567723,,,,,5.58,0.050665857,,4.384,-0.454791456,,NA,NA,,0.018486,-0.480597248,,NA,NA,,NA,NA,,93,-0.284390006,,682.35,-0.51547725,,NA,NA,,NA,NA
119,NA,"Wang et al., 2023 (f)",2023,"Yanming Lake Seed Company baselocated in Guandi Town, Dunhua city, Yanbian Korean Autonomous Prefecture, Jilin Province","43°26_24__N, 128°21_33__E",43.44,128.35917,51.25,3.200000048,,Soybean,"Maize, Soybean",Maize ,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Rhizosphere,Medium,Unknow,Unknow,Unknow,D3-5,D6-10,,4,2,R2,8,V3-V4,18S,,Bacterial Simpson,Bacterial Simpson,0.00628,0.000628,0.005188,0.0005188,3,3,-0.191021714,0.006666667,,,,,5.621052632,0.063484595,,6.741,0.147964633,,NA,NA,,0.051,0.534082486,,13.11,0.026347026,,2.33,0.550376424,,23.77,0.157330905,,176.29,-0.477851005,,NA,NA,,2215.69,0.20708803
119,NA,"Wang et al., 2023 (f)",2023,"Yanming Lake Seed Company baselocated in Guandi Town, Dunhua city, Yanbian Korean Autonomous Prefecture, Jilin Province","43°26_24__N, 128°21_33__E",43.44,128.35917,51.25,3.200000048,,Soybean,"Maize, Soybean",Maize ,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D3-5,D6-10,,4,2,R2,8,V3-V4,18S,,Bacterial Simpson,Bacterial Simpson,0.004995,0.0004995,0.004401,0.0004401,3,3,-0.126605624,0.006666667,,,,,5.473684211,0.02093321,,6.699,0.134053722,,NA,NA,,0.066,-0.09531018,,16.44,-0.129022975,,3.67,0.24524092,,57.27,-0.168277113,,97.01,-0.236347546,,NA,NA,,2623.53,0.114290122
136,136A,"Zhao et al., 2024",2024,"Zherong County, Ningde City, Fujian Province, China","26.659°N, 119.583°E",26.659,119.583,133.1666718,19.55833244,,Pseudostellaria heterophylla,"Pseudostellaria heterophylla, Capsicum annuum, Pseudostellaria heterophylla",Capsicum annuum,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Caryophyllaceae to Solanaceae,Non-legume to Non-legume,nonAM to AM,C3 to C3,Perennial to Annual,Consistent,Unknow,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1,D2,,1,2,R2,2,V4-V5,NA,,Bacterial Simpson,Bacterial Simpson,0.007,0,0.007,0.005,3,3,0,0.170068027,,,,,4.43,0.148653495,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,65.74,0.016594135,,524.16,0.045299137,,139.67,-0.033045219,,NA,NA
142,NA,"Zou et al., 2023",2023,"Zhanggutai Town, Fuxin City, Liaoning Province, China","42.174°N, 122.887°E",42.174,122.887,47.33333206,7.950000286,,Peanut,"Peanuts, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Coarse,Unknow,Retention,Fertilizer,D1-3,D4,,2,2,R2,4,V3-V4,NA,,Bacterial Simpson,Bacterial Simpson,0.9966,0.0006755,0.9974,0.000103923,3,3,0.000802407,1.57E-07,,,,,6.63291,0.005709662,,0.572951,0.215388289,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,10.4915,0.014440343,,75.1672,0.008455884,,66.4331,0.019934522,,2.62391,0.314658646
